#t step_exp step_exp_err step_rel step_rel_err diff_exp diff_exp_err diff_rel diff_rel_err chem_exp chem_exp_err chem_rel chem_rel_err speedup speedup_err 
178 0.0121918 0 5.41404e-05 0 3.18118e-05 0 3.95227e-05 0 0.01216 0 1.46176e-05 0 225.189 0.0680313
179 0.0122237 0 5.42018e-05 0 3.18512e-05 0 3.95618e-05 0 0.0121918 0 1.46401e-05 0 225.522 0.0500936
180 0.0122453 0 5.42575e-05 0 3.18971e-05 0 3.96148e-05 0 0.0122134 0 1.46427e-05 0 225.689 0.0500054
181 0.0122636 0 5.43157e-05 0 3.19634e-05 0 3.96649e-05 0 0.0122316 0 1.46508e-05 0 225.783 0.0543157
182 0.0123101 0 5.4391e-05 0 3.20141e-05 0 3.97336e-05 0 0.0122781 0 1.46574e-05 0 226.326 0.0565996
183 0.0123347 0 5.4441e-05 0 3.20383e-05 0 3.97968e-05 0 0.0123027 0 1.46442e-05 0 226.571 0.0733299
184 0.0123448 0 5.45181e-05 0 3.20896e-05 0 3.98576e-05 0 0.0123127 0 1.46605e-05 0 226.434 0.0545924
185 0.0123762 0 5.4553e-05 0 3.2163e-05 0 3.99094e-05 0 0.012344 0 1.46437e-05 0 226.865 0.0576637
186 0.0124035 0 5.46173e-05 0 3.21895e-05 0 3.99715e-05 0 0.0123714 0 1.46458e-05 0 227.099 0.0555721
187 0.0124381 0 5.47018e-05 0 3.22474e-05 0 4.00268e-05 0 0.0124058 0 1.4675e-05 0 227.38 0.0615096
188 0.0124614 0 5.47343e-05 0 3.22926e-05 0 4.00752e-05 0 0.0124291 0 1.46591e-05 0 227.671 0.0487333
189 0.012487 0 5.48118e-05 0 3.23145e-05 0 4.01287e-05 0 0.0124547 0 1.46831e-05 0 227.816 0.0544369
190 0.01252 0 5.48642e-05 0 3.23773e-05 0 4.01847e-05 0 0.0124876 0 1.46795e-05 0 228.199 0.0517112
191 0.0125437 0 5.49156e-05 0 3.24267e-05 0 4.02648e-05 0 0.0125112 0 1.46508e-05 0 228.417 0.0564094
192 0.0125818 0 5.50048e-05 0 3.24596e-05 0 4.03014e-05 0 0.0125494 0 1.47034e-05 0 228.741 0.0545403
193 0.0125787 0 5.5046e-05 0 3.24847e-05 0 4.03667e-05 0 0.0125462 0 1.46793e-05 0 228.512 0.0631336
194 0.0126247 0 5.51077e-05 0 3.25454e-05 0 4.04335e-05 0 0.0125922 0 1.46742e-05 0 229.091 0.0486564
195 0.0126413 0 5.51771e-05 0 3.26061e-05 0 4.04697e-05 0 0.0126087 0 1.47074e-05 0 229.104 0.0486781
196 0.0126898 0 5.5228e-05 0 3.26508e-05 0 4.05508e-05 0 0.0126572 0 1.46772e-05 0 229.772 0.0755575
197 0.0126967 0 5.5299e-05 0 3.26985e-05 0 4.05911e-05 0 0.012664 0 1.47079e-05 0 229.601 0.0446834
198 0.0127385 0 5.53464e-05 0 3.27343e-05 0 4.06422e-05 0 0.0127058 0 1.47042e-05 0 230.16 0.0533824
199 0.0127648 0 5.54119e-05 0 3.2778e-05 0 4.07175e-05 0 0.012732 0 1.46944e-05 0 230.363 0.068894
200 0.0127818 0 5.54837e-05 0 3.28302e-05 0 4.07733e-05 0 0.012749 0 1.47104e-05 0 230.371 0.0671878
201 0.0128169 0 5.55015e-05 0 3.28819e-05 0 4.08255e-05 0 0.012784 0 1.4676e-05 0 230.929 0.0492975
